filepath,file,acqDate,acqTime,analysisDate,analysisTime,pntsPerLine,numLines,delx,delt,x1,x2,algorithm,k_numavgs,k_skipamt,k_shiftamt,c_hi,c_lineskip,time,velocity
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,0.973750,-0.850174
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.025000,-0.857065
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.076250,-0.932351
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.127500,-1.056153
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.178750,-1.198236
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.230000,-1.328524
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.281250,-1.402898
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.332500,-1.426218
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.383750,-1.368143
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.435000,-1.282740
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.486250,-1.177678
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.537500,-1.094369
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.588750,-1.060422
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.640000,-1.045822
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.691250,-1.074842
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.742500,-1.123972
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.793750,-1.169949
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,kim,100,25,5,NaN,NaN,1.845000,-1.196474
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,104.550000,0.170968
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,155.800000,0.170968
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,207.050000,0.163294
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,258.300000,0.146414
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,309.550000,0.121603
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,360.800000,0.086792
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,412.050000,0.060309
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,463.300000,0.053124
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,514.550000,0.064377
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,565.800000,0.091245
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,617.050000,0.113374
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,668.300000,0.133367
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,719.550000,0.144194
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,770.800000,0.148977
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,822.050000,0.146695
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,873.300000,0.138616
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,924.550000,0.123741
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,975.800000,0.104704
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1027.050000,0.083361
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1078.300000,0.074846
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1129.550000,0.074846
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1180.800000,0.083361
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1232.050000,0.100057
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1283.300000,0.112993
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1334.550000,0.122452
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1385.800000,0.127961
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1437.050000,0.128418
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1488.300000,0.124832
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1539.550000,0.118495
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1590.800000,0.105391
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1642.050000,0.100704
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1693.300000,0.096593
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1744.550000,0.095371
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1795.800000,0.098463
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1847.050000,0.103347
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1898.300000,0.105391
exampleData/drew_synthetic.tif,drew_synthetic.tif,,,20221124,12:47:18,64,1024,0.150000,0.002050,5,59,chhatbar,NaN,NaN,NaN,100,25,1949.550000,0.110561
